VEHICLE NUMBER     CAPACITY
15   200
Cust No     Longitude     Latitude     Demand     Ready Time     Due Time     Service Time
0    113.90805053710938    22.47207260131836    0.0    2.0    14.0    0.0    
1    114.06607818603516    22.671646118164062    5.0    7.75    8.23    0.05    
2    114.11530303955078    22.588388442993164    8.0    11.47    12.34    0.08    
3    114.15028381347656    22.668371200561523    8.0    3.8    4.55    0.08    
4    113.83934783935547    22.64537239074707    14.0    4.18    4.72    0.14    
5    114.24772644042969    22.60916519165039    24.0    7.89    8.33    0.24    
6    113.96038055419922    22.57033920288086    26.0    5.99    6.55    0.26    
7    113.8048324584961    22.67642593383789    28.0    6.66    7.27    0.28    
8    113.90731048583984    22.472301483154297    11.0    7.69    8.38    0.11    
9    114.25502014160156    22.58898162841797    29.0    6.64    6.81    0.29    
10    114.12572479248047    22.584747314453125    29.0    4.81    5.25    0.29    
11    113.9627685546875    22.570148468017578    17.0    4.64    5.12    0.17    
12    114.12841796875    22.696170806884766    6.0    9.93    10.8    0.06    
13    114.03398132324219    22.691162109375    28.0    9.02    9.38    0.28    
14    114.41121673583984    22.750858306884766    29.0    5.18    5.96    0.29    
15    114.12584686279297    22.584388732910156    22.0    9.79    10.62    0.22    
16    114.15797424316406    22.696609497070312    30.0    5.53    6.13    0.3    
17    114.13955688476562    22.653657913208008    18.0    6.27    6.98    0.18    
18    113.83985900878906    22.743959426879883    13.0    5.61    6.2    0.13    
19    113.78809356689453    22.741851806640625    14.0    8.6    9.27    0.14    
20    113.89440155029297    22.67453956604004    25.0    8.24    9.01    0.25    
21    114.13011932373047    22.682058334350586    21.0    7.66    8.47    0.21    
22    113.83677673339844    22.766456604003906    10.0    6.05    6.94    0.1    
23    113.96031188964844    22.569955825805664    20.0    7.67    8.23    0.2    
24    113.84736633300781    22.777902603149414    5.0    10.87    11.34    0.05    
25    114.30043029785156    22.667932510375977    23.0    11.03    11.82    0.23    
26    114.14845275878906    22.67222023010254    29.0    10.72    11.16    0.29    
27    114.25479125976562    22.589250564575195    34.0    5.38    6.26    0.34    
28    113.87450408935547    22.769350051879883    24.0    9.07    9.66    0.24    
29    114.17394256591797    22.654661178588867    24.0    7.47    7.68    0.24    
30    114.4376449584961    22.62894630432129    19.0    6.48    6.94    0.19    
31    114.12767028808594    22.566614151000977    37.0    9.74    10.34    0.37    
32    114.13025665283203    22.682064056396484    6.0    6.95    7.89    0.06    
33    113.93806457519531    22.554689407348633    14.0    12.72    13.04    0.14    
34    114.27249908447266    22.72342872619629    37.0    5.68    5.99    0.37    
35    114.0086898803711    22.695053100585938    36.0    6.37    6.85    0.36    
36    114.06657409667969    22.71567726135254    15.0    8.74    8.93    0.15    
37    114.06578826904297    22.67263412475586    28.0    3.58    4.24    0.28    
38    114.26122283935547    22.5753173828125    16.0    7.5    8.02    0.16    
39    114.25259399414062    22.7327880859375    33.0    8.9    9.35    0.33    
40    113.9360122680664    22.622499465942383    39.0    4.92    5.82    0.39    
