VEHICLE NUMBER     CAPACITY
15   200
Cust No     Longitude     Latitude     Demand     Ready Time     Due Time     Service Time
0    113.90805053710938    22.47207260131836    0.0    8.0    20.0    0.0    
1    114.06607818603516    22.671646118164062    5.0    13.25    13.9    0.05    
2    114.11530303955078    22.588388442993164    8.0    10.44    11.27    0.08    
3    114.15028381347656    22.668371200561523    8.0    11.58    11.76    0.08    
4    113.83934783935547    22.64537239074707    14.0    16.27    16.97    0.14    
5    114.24772644042969    22.60916519165039    24.0    17.37    17.52    0.24    
6    113.96038055419922    22.57033920288086    26.0    18.3    19.14    0.26    
7    113.8048324584961    22.67642593383789    28.0    10.71    11.33    0.28    
8    113.90731048583984    22.472301483154297    11.0    14.43    15.38    0.11    
9    114.25502014160156    22.58898162841797    29.0    10.82    11.49    0.29    
10    114.12572479248047    22.584747314453125    29.0    15.19    16.17    0.29    
11    113.9627685546875    22.570148468017578    17.0    13.39    13.73    0.17    
12    114.12841796875    22.696170806884766    6.0    16.85    17.77    0.06    
13    114.03398132324219    22.691162109375    28.0    11.06    11.97    0.28    
14    114.41121673583984    22.750858306884766    29.0    16.29    16.75    0.29    
15    114.12584686279297    22.584388732910156    22.0    14.15    14.27    0.22    
16    114.15797424316406    22.696609497070312    30.0    15.06    15.56    0.3    
17    114.13955688476562    22.653657913208008    18.0    10.15    10.36    0.18    
18    113.83985900878906    22.743959426879883    13.0    12.48    12.9    0.13    
19    113.78809356689453    22.741851806640625    14.0    13.6    14.03    0.14    
20    113.89440155029297    22.67453956604004    25.0    15.7    16.31    0.25    
21    114.13011932373047    22.682058334350586    21.0    12.23    13.22    0.21    
22    113.83677673339844    22.766456604003906    10.0    12.43    12.92    0.1    
23    113.96031188964844    22.569955825805664    20.0    9.71    10.53    0.2    
24    113.84736633300781    22.777902603149414    5.0    15.86    16.33    0.05    
25    114.30043029785156    22.667932510375977    23.0    13.26    14.04    0.23    
26    114.14845275878906    22.67222023010254    29.0    10.44    10.8    0.29    
27    114.25479125976562    22.589250564575195    34.0    15.08    16.06    0.34    
28    113.87450408935547    22.769350051879883    24.0    14.49    14.62    0.24    
29    114.17394256591797    22.654661178588867    24.0    12.09    12.28    0.24    
30    114.4376449584961    22.62894630432129    19.0    14.03    14.47    0.19    
31    114.12767028808594    22.566614151000977    37.0    10.27    11.18    0.37    
32    114.13025665283203    22.682064056396484    6.0    10.67    11.65    0.06    
33    113.93806457519531    22.554689407348633    14.0    15.4    16.11    0.14    
34    114.27249908447266    22.72342872619629    37.0    12.44    12.65    0.37    
35    114.0086898803711    22.695053100585938    36.0    15.99    16.69    0.36    
36    114.06657409667969    22.71567726135254    15.0    13.75    14.68    0.15    
37    114.06578826904297    22.67263412475586    28.0    17.19    17.67    0.28    
38    114.26122283935547    22.5753173828125    16.0    13.1    13.43    0.16    
39    114.25259399414062    22.7327880859375    33.0    15.19    15.91    0.33    
40    113.9360122680664    22.622499465942383    39.0    11.32    11.48    0.39    
